#truth,2
jaja,2
pardon,2
"better,",2
saves,2
yellow,3
thehill,2
four,2
@tdennis17:,2
be.”,2
titans,2
aides,3
@paulblu:,2
ridiculous,2
party.,2
@femalepains:,2
consider,2
up.,5
increase,2
"up,",3
voter,2
"""projects""",2
violate,2
tweet,5
post-election,2
“he’s,2
voted,3
kencen,2
under,2
avión,2
https://t.co/m4hlnxtkio,2
sorry,3
@politicaledu_:,2
ale,2
risk,3
w/dylan.,2
"cia,",2
party''''''''s,2
every,5
voit,2
@waynedupreeshow:,3
siz…,2
cia:,3
mundiales,2
https://t.co/azcuubfymk,2
deal'''''''',2
skills,3
quaking,2
cheeto,2
@emy4trump:,2
"""do",2
vote.,3
civility,2
leaders,3
"me""",2
"me,",2
warns,3
me.,2
orifices,2
chef,2
play…,2
likely,2
street,4
“barack,2
"donald,",2
#russiahacking,2
machines,4
even,5
brexit,2
https://t.…,2
report:,2
hate,5
contributed,2
https://t.co/tcpg6cm8tn,2
new,3
ever,9
told,4
kicked,2
disqual…,2
reporter,2
@tam9182:,2
outdated?,2
shills,2
richest,2
met,4
glass.,2
back‼️,2
#tax,2
luther,2
daughter,2
@truthfeednews:,2
flooding,2
0.35,2
jail,2
ignoring,2
regaló,2
permit,2
military,2
hablan,2
secure,2
campaign,7
positions!,2
replace,3
@trumpthe45th:,2
"war,",2
@lemondefr,2
plot,2
https://t.co/zaih3ggkiw,2
bush''''''''s,2
@kylegriffin1:,2
would,10
army,3
sweater,3
@stuartmcgurk:,2
assange.,2
right.,2
assez,2
type,2
tell,4
https://t.co/koivnkoi1t,2
hillarys,2
supporters,2
@ateacher97:,2
expose,2
@lawsonbulk:,2
warm,2
@stainestownfc,2
hold,2
@sinembargomx:,2
sleep,2
must,7
me,4
or…,2
"""suspiciously",2
svs,2
https://t.co/i0t1lfz3cb,2
mean...,2
mt,3
availabl…,2
era,4
install,3
im,3
laughter.,2
my,10
could,4
natively.,3
owes,2
currency,2
walsh,2
reviewing,2
info.https…,2
wasn''''''''t,2
claim.bolton/trump,2
"""people""",2
end,2
hoc,2
@sulaimanslalani:,2
madness‼️,2
"""red",2
damage,2
machine,2
how,10
hot,2
"win,",2
boats,2
survived.,2
"""rigged""",2
hoy,2
college:,2
scarn,2
https://t.co/zdyxsajvzu,2
insecure,2
after,6
@naretevduorp:,2
demanding,2
outlawed,2
cruz’s,2
wrong,2
president,23
law,2
parallel,2
https://t.co/ka6egq5ab2,2
attempt,3
amid,2
capitalism,2
aaand,2
https://t.co/ol4…,2
funniest,2
acknowledges,2
wing,2
greed,2
"""same",2
office,6
over,15
#tntweeters,2
postando,2
tricked,2
@nationaction:,2
weiner''''''''s,2
apelido,2
before,11
https://t.co/jjunkznuox,2
''''''''ultimate,2
somewhere,2
highlights,2
fix,2
",",2
writing,2
destroyed,2
https://t.co/zkbhok8kqt,2
creo,2
''''''''meet,2
then,4
them,4
"""win""",2
https://t.co/8zrilugcbs,2
"malice,",2
bang,2
bolton:,2
they,13
@paulkrugman,3
molecules.,2
noses,2
grammar,3
dictatorship,2
week.,2
here''''''''s,5
hillary’s,2
detroit,4
--,3
crewneck,2
here👇🏼,2
victory,2
sido,2
went,3
side,2
@cnn,8
dnc,3
gunna,3
laying,2
initiate,2
https://t.c…,3
@jasonkander:,2
day…,2
navy,2
dawn,2
rt,229
is:,2
whining,2
foundation--become,2
network,2
pussies,2
god,3
ha,4
"kelly,",2
is.,2
rink)-,2
got,2
size,2
"day""",4
gop,5
message!,2
veto,3
u.s.,6
threatened,2
revenge,2
https://t.co/8b7ksndjc9,2
"mandate,",2
240,2
enhance,2
https://t.co/yceeapmdjd,2
"voters,",2
g…,4
pence,2
actuales,2
"camera,",2
th...,2
dukakis,2
too.,2
https://t.co/sj9hka1tot,2
another,3
senate:,2
power.,2
nation?,2
service,2
he.…,2
wikileaks'''''''',2
top,2
@franceinfo,2
https://t.co/jkrt6yosnm,2
power:,2
@martinsantosr:,2
#ccot,2
hollywood,2
john,5
@johnlegend,2
murder,2
#wallstreet,2
"tillerson,",2
didn''''''''t,8
pres-elect,2
"""unless",2
https://t.co/milj0…,2
https://t.co/wfcjxigghb,2
@cristinalaila1:,2
horrible,3
verte,2
showed,2
is…,3
surrogate,2
matter,2
years…,2
guilt,2
h.w.,2
#intelligence,2
hacking,9
donald.,2
este,2
lbs,2
sees,2
ran,2
assange,5
"bs,",2
talking,3
http…,3
@birbigs:,2
take,3
seem,2
logic!!!?,2
“una,2
affairs,2
warmonger,2
@goatraplines:,3
responsible,2
-,27
w/trump,2
thorough,2
oriented,2
https://t.co/jybjorhtmc,2
9th.,2
@walshfreedom,2
pics?,2
https://t.co/3khxfsizpu,2
@lorenraedej:,2
though,3
"est,",3
iceland,2
https://t.co/2rjkozl3nx,2
affirmation,2
letter,3
hide,2
tomorrow,2
real.,2
@richardosman,2
#bipartisan!9,2
@donmoyn:,2
president-elect,7
@divatvasia:,2
sheryl,2
hacks…,2
points,2
tech,4
"diva,",2
voting,4
came,2
saying,5
"""…",2
coup,2
https://t.co/5xctuaemf1,2
@impl0rable:,2
heckled,2
peck,2
lista,2
than,11
tries,2
bush,5
rich,2
photo,3
much?,2
@beachpeanuts:,2
stinky''''''''s,2
do,13
@smerconish,2
10,4
"solution,",2
de,10
stop,6
https://t.co/mu5ki0goqv,2
@newtgingrich,2
https://t.co/ktvvnpbmyb,2
fugliest,2
illegitimate.,2
report,8
obliged.3.,2
either.spoiler:,2
ds,2
https://t.co/pfohkopcip,2
kcci,2
@darthputinkgb:,2
weekend?,2
officially,2
dreams?,2
illegitimate,3
bad,2
trousers…,2
briefed,3
secretary,6
new.,2
disaster,2
@kurteichenwald:,4
w.,2
tie…,2
@arttillery1980,2
https://t.co/hps5xiank9,2
for…,2
gov''''''''t,2
prote…,2
tommy,2
alternative,2
best,3
phone?,2
via…,2
said,6
"obama,",4
game!,2
#trumptrain…,2
away,2
meri...estas,2
rings,2
end…,2
obama:,3
tainted,2
approach,2
we,19
mustrd,3
"""i''''''''m,",2
out:…,2
4-salemoney,2
@slate:,3
(special),2
https://t.co/bqe6kn3erx,2
wear,2
legacy.,2
wth,2
news,8
picking,2
debt,2
faced,2
climate,6
veer,2
fault,2
against,5
una,3
und,2
receives,2
faces,2
china,5
com,3
asked,2
america’s,2
had,11
irresponsible,2
height,2
@flyyestbunnies:,2
benefited...,2
globalists,2
trust,2
@juddlegum:,2
speak,4
gratitude,2
now.,2
puts,2
basis,2
sachs,2
been,7
.,4
much,4
interest,3
julian,4
expected,2
@docrocktex26,2
incompetent,2
https://t.co/2skzi…,2
life,2
@tomadams9999:,2
attacked,2
39,2
republicans,4
wish,2
@jahimes,3
trump-pence,2
personally,2
@carlbildt:,2
https://t.co/c5vz…,2
gracious,2
@sahouraxo:,2
publicly,3
https://t.co/i8qtf3eajg,3
air,3
ugly,2
https://t.co/kwsw16lblv,2
gave,2
https://t.co/f5a0ffqn6w,2
over.,2
"over,",2
brewer,2
is,77
it,26
shame,2
cant,2
castro''''''''s,2
in,63
comparative,2
#paccaria,2
if,15
overstated,2
confirmed,2
fotos,2
defence,2
parish,2
make,7
linked,2
haphazard,2
embarrassment.,2
dhs,2
independent,2
#engagement,2
fake:,2
@narendramodi:,2
right-wing,2
social,3
obsessed,2
#thanksobama,2
hand,2
intel/armed,2
kim,2
tyson,2
overt,2
depois,2
blamed,2
anarchists,2
bell.,2
dylan,2
#iraq,2
prioritize,2
"democracy?""""we",2
@foxnews:,2
epn,2
mother,3
"thing""",2
claims,5
the,167
epa,2
outlived,2
just,11
@sexyindiankid:,2
agradece,2
op?,2
vil…,2
thanks,3
human,2
https://t.co/vpgrvihe2q,2
facts,2
.@mediate4ueu,2
yes,3
https://t.co/96tvmvqfc9,2
yet,4
adding,2
candidate,2
@georgetakei:,3
ela,2
character,2
@lightlady:,2
bna,2
has,11
@girlposts:,2
latina,4
@thehill,2
ops,3
rnc,2
posed,2
possible,2
caps,2
possibly,3
cultural,2
barnacles,2
donal,2
judge,2
highly,2
perfecta,2
"opinion,",2
brought,2
@stylishrentals:,5
spoke,3
sheep''''''''s,2
not…,2
country.,3
"country,",2
"evidence,",2
https://t.co/ggoeaiuuhw,2
night,2
creen,2
attorney,4
right,6
deal,3
people,8
sends,2
"lesbrain,",2
hap…,2
https://t.co/l0ezbc8n8a,2
somehow,2
emails,2
"""will",2
donald,32
@paphotog,2
election,26
@dnpseudonyms,2
escape,2
@jonfavs,2
enemies,2
denies,2
friend,3
for,39
bottom,4
couldn''''''''t,2
a…,2
fox,4
ice,2
unprecedented.,2
everything,2
"accept,",2
honors.,2
carta,2
christmas,3
muita,2
pls,2
bold,2
i''''''''ll,2
pose,2
blackmail,3
translated,2
https://t.co/jecuewuymj,2
super,2
s’estime,2
@codeforphilly,2
@halsey:,3
theirs,2
months,2
@dailycaller,2
"putin,",2
efforts,2
attackd,3
https://t.co/xltb2y0ddk,2
raised,2
"info,",2
https://t.co/gm3wxvuawf,2
you''''''''ve,5
pays,2
bound,2
@theblaze,2
down,2
lies,2
https://t.co/efmipy7n2k,2
donated,2
raises,3
he''''''''ll,3
low:,2
https://t.co/czzkuk2x4z,2
política,2
q…,2
@kelseydarragh:,2
@breakingnews:,2
support,2
flying,2
adara,2
class,2
why.,2
senate,4
way,5
choice’:,2
appts,2
was,31
war,6
encanta,2
https://t.co/dgiryqcjfg,2
head,3
offer,2
groove,2
becoming,2
failure,2
hear,2
melania,4
removed,2
true,2
🚨stop,2
reset,2
assessment,2
@tomashbrooknpr:,2
until,2
jan.,2
@ralstonreports:,2
française,2
prematurely,2
promises,3
looms,2
liberal,2
@bessbell,2
''''''''disdain,2
